Region_name,District,HR_info_district_name,REGN_NO,DIST_NO,Sector,Activity_type,Organisation,Activity,Start_date,End_date
Bari,Bender Beila,Bandarbayla,16,1602,Health,GF Malaria HMIS Strengthening Project,Comitato Collaborazione Medica (CCM_Italy),Strengthening of Ministry of Health National Routine Health Management Information Systems with financial support from GF Malaria through UNICEF.,01-01-2008,12-01-2011
Bari,Bossaso,Bossaso,16,1603,Health,GF Malaria HMIS Strengthening Project,Comitato Collaborazione Medica (CCM_Italy),Strengthening of Ministry of Health National Routine Health Management Information Systems with financial support from GF Malaria through UNICEF.,01-01-2008,12-01-2011
Nugaal,Burtinle,Burtinle,17,1701,Health,GF Malaria HMIS Strengthening Project,Comitato Collaborazione Medica (CCM_Italy),Strengthening of Ministry of Health National Routine Health Management Information Systems with financial support from GF Malaria through UNICEF.,01-01-2008,12-01-2011
Nugaal,Eyl,Eyl,17,1702,Health,GF Malaria HMIS Strengthening Project,Comitato Collaborazione Medica (CCM_Italy),Strengthening of Ministry of Health National Routine Health Management Information Systems with financial support from GF Malaria through UNICEF.,01-01-2008,12-01-2011
Bari,Qardho,Qardho,16,1604,Health,GF Malaria HMIS Strengthening Project,Comitato Collaborazione Medica (CCM_Italy),Strengthening of Ministry of Health National Routine Health Management Information Systems with financial support from GF Malaria through UNICEF.,01-01-2008,12-01-2011
Nugaal,Garowe,Garowe,17,1703,Health,GF Malaria HMIS Strengthening Project,Comitato Collaborazione Medica (CCM_Italy),Strengthening of Ministry of Health National Routine Health Management Information Systems with financial support from GF Malaria through UNICEF.,01-01-2008,12-01-2011
Bari,Iskushuban,Iskushuban,16,1605,Health,GF Malaria HMIS Strengthening Project,Comitato Collaborazione Medica (CCM_Italy),Strengthening of Ministry of Health National Routine Health Management Information Systems with financial support from GF Malaria through UNICEF.,01-01-2008,12-01-2011
,Kandala,Qandala,16,1605,Health,GF Malaria HMIS Strengthening Project,Comitato Collaborazione Medica (CCM_Italy),Strengthening of Ministry of Health National Routine Health Management Information Systems with financial support from GF Malaria through UNICEF.,01-01-2008,12-01-2011
Galgaduud,Abudwak,Cabudwaaq,19,1901,Health,Health System Strengthening,Comitato Collaborazione Medica (CCM_Italy),Ensure the ongoing services provision,03-01-2010,12-01-2011
Galgaduud,Abudwak,Cabudwaaq,19,1901,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Galgaduud,Adado,Cadaado,19,1902,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Bari,Alula,Caluula,16,1601,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Awdal,Baki,Baki,11,1101,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Bari,Bender Beila,Bandarbayla,16,1602,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Woqooyi Galbeed,Berbera,Berbera,12,1201,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Awdal,Borama,Borama,11,1102,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Bari,Bossaso,Bossaso,16,1603,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Togdheer,Buhoodle,Buuhoodle,13,1301,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Togdheer,Burao,Burco,13,1302,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Nugaal,Burtinle,Burtinle,17,1701,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Sool,Aynabo,Caynabo,14,1401,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Galguduud,Dusa Mareb,Dhuusamarreeb,19,1903,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Sannag,El Afweyn,Ceel Afweyn,15,1501,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Galgaduud,El Buur,Ceel Buur,19,1904,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Galgaduud,El Der,Ceel Buur,19,1904,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Sannag,Erigavo,Ceerigaabo,15,1502,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Nugaal,Eyl,Eyl,17,1702,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Woqooyi Galbeed,Gabiley,Gabiley,12,1202,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Mudug,Gaalkacyo,Galkaacyo,18,1801,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Bari,Qardho,Qardho,16,1604,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Nugaal,Garowe,Garowe,17,1703,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Mudug,Galdogob,Galdogob,18,1802,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Mudug,Galdogob,Galdogob,18,1802,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Mudug,Hobyo,Hobyo,18,1804,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Bari,Iskushuban,Iskushuban,16,1605,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Mudug,Jariiban,Jariiban,18,1805,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
,Kandala,Qandala,16,1605,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Sanaag,Las Khorey,Laasqoray,15,1503,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Sool,Lasanod,Laas Caanood,14,1403,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Awdal,Lughaye,Lughaye,11,1103,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Togdheer,Owdweyne,Owdweyne,13,1303,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Togdheer,Sheikh,Sheikh,13,1304,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Sool,Taleh,Taleex,14,1404,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
sool,Xudun,Xudun,14,1402,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Awdal,Zeylac,Zeylac,11,1104,Health,GF TB Somalia Program,Comitato Collaborazione Medica (CCM_Italy),Monitoring and Supporting supervision of the TB units funded by the programme,04-01-2011,03-01-2012
Galgaduud,Abudwak,Cabudwaaq,19,1901,Protection,DDG - Mine Action,Danish Refugee Council (DRC),"DDG has implemented Mine Action activities in Somaliland since 1999, in SC Somalia since 2007, and in Puntland since 2009, clearing more than 11,000 landmines and 130,000 Explosive Remnants of War (ERW) and delivering mine risk education to more than 400,000 persons. DDG support communities with EOD spot clearence, MRE and ERW handover workshops.",01-01-1999,05-01-2014
